,Name,Author,Link,Category,The Specific Category,State,Description
53,LOL：这个男人太强了！,一片苏叶,//book.qidian.com/info/1031260171,游戏,电子竞技,连载,李昊，有人叫他日天哥，还有人喊他蔑视哥。他是一坛S2陈酿，是旧时代的残党，号称‘老将’，在联盟中一直蹉跎。突然，他有挂了！……多年后，‘暮年’的大魔王正在下山，他仰头一看，和自己同一时代的LPL老神竟然还在巅峰！棒子粉丝：“不要慌，明年是最好的机会，他又老了一岁，一定不行了。”老60e：“那不是废砖，是我们的王朝基石啊！呜呜呜.....”方块龙：“这个人怪得很！”嫖老师：“当初我站在黄浦江边，这个人站在那里望着江水，当时我就觉得他不凡。”妹子粉丝：“我们最心疼哥哥~”法王：“面对这个人，就算我有芙蓉王也打不过。”……整肃联盟画风，LPL新神话。传说，就从那被踢翻的饮水机开始！……
54,高天之上,阴天神隐,//book.qidian.com/info/1032977639,奇幻,史诗奇幻,连载,“我根本不关心这个世界的人活的怎么样，吃的饱不饱，能不能穿暖住好，有没有梦想希望。我不在乎他们的爱憎。”“只是如果想要前往高天之上，需要一个完整的高等工业体系，一整套相关研究所，最先进的材料学实验室和一个能统筹一切部门的大政府。它要无数衣食无忧的国民为此奉献财富，需要几百万个高等知识分子为此贡献自己的头脑，数万不同的配套厂家供应最好的零部件。”“总之，需要一个富足的世界，一个伟大的文明才能完成它。”——伊恩一个自废墟中重生的世界。一轮即将迎来终结的纪元。一群在大地上争权夺利，为财富与力量而战的囚徒。一位凝望高天的少年。囚徒们从命运的窗里向外看，大都凝视泥土。唯有一个仰望着星。
55,天启预报,风月,//book.qidian.com/info/1014180485,奇幻,现代魔法,连载,“我想要挨一顿毒打……”——灾厄之剑、旧世界守墓人、调律师、最后的天国捍卫者、二十四个毁灭因素之一、淮海路小佩奇、深渊烈日、最终的地狱之王：槐诗。.某一天，穷困潦倒的槐诗忽然发现自己捡来的金手指终于能用了……只不过，这似乎并不是一件好事。为了赚钱和苟命，他一不小心踏入了这个危险世界。现境之外的边境，日常之后的异常。天文会，绿日、黄金黎明、存世余孽与诸界天敌……究竟是生存还是灭亡？这是个问题。那么，就在这一万零一种拯救世界的方法中，选一个通往HAPPYEND的方向吧。
56,长夜余火,爱潜水的乌贼,//book.qidian.com/info/1023422452,玄幻,异世大陆,完本,灰土上所有人都相信，埋葬在危险和饥荒中的某个遗迹深处，有通往新世界的道路，只要能找到一把独特的钥匙，打开那扇门，就能进入新世界。在那里，大地是丰饶的，就像流淌着奶与蜜，阳光是灿烂的，似乎能洗去寒冷和阴晦。人们不用再面对荒芜、怪物、感染、畸变和各种危险的事物。在那里，孩子是快乐的，成人是幸福的，一切都是美好的。灰土上每一个古物学者、遗迹猎人和历史研究员都知道，这里就是新世界。
57,诸界第一因,裴屠狗,//book.qidian.com/info/1029701421,玄幻,东方玄幻,连载,浩瀚的世界重新焕发生机，远去的神魔即将归来。持一口暴食之鼎，法学生杨狱穿越而来，于边陲小镇睁眼看这似是而非的世界。他看到无垠大地之上，古老的王朝濒临末路，烽火中龙蛇四起。他看到连年征战，民不聊生。千户之地，瞬息尽成白地，万乘之国，弹指化作云烟。他看到有童子挥舞红绫舞动四海。他看到猎户立于山巅，弯弓向天。他看到巨人立地顶天，咆哮间，山河皆碎。他看到九霄云中仙神盘踞，谈笑间，沧海桑田。杨狱沉默、迷惘、压抑，直至，发出惊天怒吼：“大丈夫生当五鼎食，死亦五鼎烹！”“我这一生，绝不碌碌！”…………已有老书《诸天投影》《大道纪》，喜欢的朋友可以去看看。
58,仙子很凶,关关公子,//book.qidian.com/info/1026684143,仙侠,幻想修仙,连载,左凌泉刚出生，便拥有了凡人能拥有的一切。名门贵子、俊美无双、家财万贯……但蹒跚学步之时，却发现这世界不属于凡人。妖鬼精怪、御风而行、大道长生……毫不意外，左凌泉踏上了追寻长生的路途。高人曾言：九域莽荒，太虚无迹。修行一道，如长夜无灯而行，激流无桥而渡。我辈修士，当谋而后动，万事‘从心’。左凌泉谨记教诲，就此凡事顺应心意，为所欲为……-------PS：已有万订完本作品《世子很凶》，多主角架空武侠，有兴趣的大佬可以瞅一眼。书友群：1012109860（V群敲管理）
59,陈医生，别怂！,手握寸关尺,//book.qidian.com/info/1033731887,都市,都市生活,连载,【叮！你收到了来自患者的恶意投诉，获得系统补偿奖励！】如果你有一个差评补偿系统，你会选择成为什么样的人？！陈南选择做一个好人。一个敢说真话的人。一个光明磊落的人。一个不畏强权的人。一个绝不妥协的人。一个面对这群魔乱舞时代，绝不认怂的人！为众人抱薪者，不可使其冻毙于风雪！为苍生治水者，不可使其沉溺于湖海！为当下奋斗者，不可使其淹没于尘埃！为未来奠基者，不可使其从宽而入窄！悲兮叹兮，若善者不得善终，恶者可更恶乎？泱泱之邦，我陈南愿守医德，明是非，无苟且，尽真言，以求悲剧不复！我若为医，便要做那顶天立地，不为苟且，光明磊落的医！
60,我只想安静的做个苟道中人,爆炸小拿铁,//book.qidian.com/info/1026694115,仙侠,幻想修仙,连载,“叮咚！”“欢迎使用全智能修真系统！”“您选择修炼【锻骨决】，系统开始为您修炼，系统检测缺少修炼丹药淬骨丹，请稍等……”“系统成功为你偷取了十颗淬骨丹，修炼继续……”“重要提示，系统修炼期间，您将失去身体的控制权……”得到智能修仙系统后，裴凌不声不响的飞速成长，准备一直苟到成仙，直到某一天……“叮咚！”“您选择修炼【无名功法】，系统检测缺少道侣，系统正在为您寻找道侣……”于是，裴凌眼睁睁的看着自己跑向隔壁仙子的修炼室……
61,大圣传,说梦者,//book.qidian.com/info/1890269,仙侠,修真文明,连载,妖魔中的至高无上者，名为“大圣”。少年走出山村，踏遍天下，一步步跨入传说中，成为神话。VIP群：102407797（需全订阅）普通群：128914315
62,苟在女魔头身边偷偷修炼,怕辣的红椒,//book.qidian.com/info/1033280302,仙侠,幻想修仙,连载,江浩穿越普通人家，被迫卖入魔门，成为魔门弟子。本想安心修炼一点点变强，好在修真界生存下去，可却被一位女魔头“百般羞辱”。实力相差悬殊，他只能忍辱偷生，希望不要再遇到对方。没有靠山的他得到了魔门掌教的青睐，得以安心修炼，当他成为首席弟子面见掌教时，却愣在原地。望着对方绝美的脸庞，他有些笑不出来，这不是当初那个女魔头吗？
63,无限流的元宇宙,A000浮肿,//book.qidian.com/info/1031320928,游戏,游戏异界,连载,『原名：傅青海大战一切』主要就是讲了一个战锤40K宇宙出身的男主，车翻各路牛鬼蛇神的故事。异形大战食死徒、绝地武士大战变种人、深潜者大战安娜·贝尔、泰坦巨兽大战机甲猎人、戒灵大战共生体……最终演变成傅青海大战一切。主角已经获得和即将获得的称号：青山·斯塔克，贝利撒留·青山，青山·可汗，达斯·青山，青山·塔维兹……
64,黎明之剑,远瞳,//book.qidian.com/info/1010400217,科幻,时空穿梭,连载,高文穿越了，但穿越的时候稍微出了点问题。在某个异界大陆上空飘了十几万年之后，他觉得自己可能需要一具身体才算是成为一个完整的穿越者，但他并没想到自己好不容易成功之后竟然还需要带着这具身体从棺材里爬出来，并且面对两个吓蒙了的曾曾曾曾……曾孙女。以及一个即将迎来纪元终结的世界。
65,公子别秀,荣小荣,//book.qidian.com/info/1031101410,玄幻,异世大陆,连载,林秀一觉醒来，世界已经截然不同。有人力拔山兮，扛峰举鼎；有人举目千里，一览无遗；有人御风而行，逍遥天地；有人隐形匿迹，来去无踪……秀就完了。
66,修仙就是这样子的,凤嘲凰,//book.qidian.com/info/1031587468,仙侠,幻想修仙,连载,九州世界，满怀怨气的玩家们聚集一处，滴血为盟，誓要让大魔头魂飞魄散。一时间，八方响应，风起云涌，所有人都看到了美好的明天。除了陆北。他就是那个所谓的魔头。“说我魔头，怪我坑你们，我一NPC，怎么可能坑你们，修仙就是这样的！”
67,北阴大圣,蒙面怪客,//book.qidian.com/info/1033156747,科幻,末世危机,连载,末日来临，万界沉沦！一场出游的意外，让周甲提前来到这个陷落在九幽的世界，挣扎求生。
68,星界使徒,齐佩甲,//book.qidian.com/info/1030925549,游戏,游戏系统,连载,人类文明星际扩张，疆域领土横贯星空。在星际移民的时代浪潮中，周靖意外觉醒星界穿梭之力，创建【星界使徒】作为载体，承载自身的灵魂，投放至不同位面，以不同身份在诸界行走。既定的人生轨迹迎来转折，每创造一具化身，便如同一次新生。然而他慢慢发现，似乎人类文明对众多位面，并非一无所知……——多元的位面，多元的阵营，各自的命运于诸界碰撞！而他是唯一以千变万化姿态游走其中的，星界行者！
69,万族之劫,老鹰吃小鸡,//book.qidian.com/info/1018027842,都市,都市异能,完本,我是这诸天万族的劫！《全球高武》和《万族之劫》前五册实体书出版了，天猫、当当、京东都有售，喜欢的可以去看看，谢谢大家支持！
70,保护我方族长,傲无常,//book.qidian.com/info/1024121691,玄幻,东方玄幻,连载,穿成【玄幻世界】的【族长】，从家族角度描绘尽量真实的玄幻世界，种灵田、养灵鱼、全面发展各种家族产业，扶植咸鱼长辈成老祖担当保护伞，激励小辈勇闯圣地学宫出人头地。本文家庭成员和睦团结，齐心协力，一起共创未来。非热血战斗式玄幻，以提升各项家族产业，资金、设施、家仆、家将、族人、客卿、姻亲等元素为主。力图从新鲜的视角去看”老套“的玄幻世界。剧情讨论群：837185062
71,大梦主,忘语,//book.qidian.com/info/1016534035,仙侠,幻想修仙,连载,一个从小体弱多病的富商之子，在寻求续命之法时，意外走上了修仙登天之路！大唐盛世，天下安泰，风调雨顺，百姓安居。千年后世，魔物吞天，妖鬼横行，遍野哀鸣。西游再现，大圣斗天，天蓬下凡，卷帘重生。莫名的穿梭与轮回，虚实掩映，真幻交织！是预言中的梦境？还是尚未发生的现实？他能否打破命中注定的魔障，消弭还未发生的三界大劫，挽救苍生于水火？
72,神话版三国,坟土荒草,//book.qidian.com/info/3223937,历史,秦汉三国,连载,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？吕布单枪匹马凿穿万人部队，这怎么看都不科学。赵子龙真心龙魂附体了，一剑断山，这真的是人？典韦单人护着曹操杀出敌营，顺手宰了对面数千步骑，这战斗力爆表了吧！这是不是哪里有些不对啊，陈曦顺手摸了一把鹅毛扇挥了一下，狂风大作，叹了一口气，“这是神话吧，我自己都不正常了。”ps：其实这是一篇正经的种田文……QQ群：95010223（满了）全订验证群：949176942酱油群：397441818（快满了）二群：418928396（快满了）三群：371034966五群：966666635
73,天朝仙吏,六戏,//book.qidian.com/info/1031199549,仙侠,古典仙侠,连载,楚尘携心中庙宇降临大昌天朝，拜入道门。内炼丹道，外修符箓；诵经服气，斋醮科仪。掌雷法，掐剑诀，踏禹步，祈晴祷雨，召神遣将，解厄度人，斩妖除魔...
74,全球高武,老鹰吃小鸡,//book.qidian.com/info/1012237441,都市,都市异能,完本,地窟入侵，武道崛起。小人物也有大情怀，为生存而战，为守护而战。且看小人物方平，一步步崛起，拯救（忽悠）全世界的故事！（一群群号555700424，二群群号931250725，全订验证群号625012087）
75,射手凶猛,初四兮,//book.qidian.com/info/1030052039,游戏,电子竞技,连载,你希望自己能成为一名什么风格的adc？是稳健发育，打团化身为无情的输出机器，成为队伍中最稳定的一环？还是…挽狂澜于既倒，身陷绝境仍不放弃哪怕一丝操作的机会，游走于刀尖之上？李落：小孩子才做选择，我全都要！非系统文，非无敌流，已有完结精品《联盟之佣兵系统》《这个选手罪孽深重》
76,我真没想重生啊,柳岸花又明,//book.qidian.com/info/1015648531,都市,都市生活,完本,万万没想到，社会精英、钻石单身汉的陈汉升居然重生了，一觉醒来变成了高三毕业生。十字路口的陈汉升也在犹豫，宝藏女孩沈幼楚和白月光萧容鱼，应该选择谁？都市重生小说的天花板，年轻人绝对不可错失的恋爱宝典！
77,从执教皇马开始,陈爱庭,//book.qidian.com/info/1031721371,体育,足球运动,连载,高深穿越到了06年初，鬼使神差地成为了皇家马德里的主教练，手底下全都是当世声名赫赫的超级巨星，罗纳尔多、齐达内、劳尔、贝克汉姆、卡西利亚斯、卡洛斯、拉莫斯……无一不是跺跺脚就能让世界足坛抖三抖的狠角色。人微言轻的菜鸟要如何调教这帮造反的巨星？
78,小阁老,三戒大师,//book.qidian.com/info/1016855477,历史,两宋元明,完本,站在你面前的是：大明王朝的守护者，万历皇帝的亲密战友，内阁首辅的好儿子，十六、十七世纪全球首富。控制吏部三十年的幕后黑手，宗藩制度的掘墓人，东林党口中的严世藩第二，张居正高呼不可战胜。海瑞的知己，徐渭的东家，利玛窦的剃度人，徐光启等六位状元的授业恩师。大明诗坛遮羞布，七百余种各学科书籍撰写者，两千七百余项专利的发明人，现代大学与科学的奠基者。海外汉人的保护神，新航路的开辟者，大洋秩序的维持者，全球大型工程的承包商。祸乱欧洲的罪魁祸首，德川家康的义父，塞巴斯蒂安的拯救者，一心为民的小阁老。小阁老书友群：56471661
79,我不是那种富二代,指数涵,//book.qidian.com/info/1033471891,都市,都市生活,连载,吴烨这辈子有三个愿望。一，把老爹的公司买了，看看他是什么表情。二，找个好老婆，一定要是自己特别喜欢的，爱到骨子里的那种。三，有生之年，希望可能看看外挂到底是个什么东西。吴烨想过那种悠然见南山，人间烟火气的日子，枕边有老婆，生活有朋友，有几个可爱的娃，还有足够花的钱。人生足以，只是生活往往喜欢背道而驰，他不得不开始从打工人做起，开始为了第一个愿望而努力。吴烨:我真不是那种富二代。PS:【继续生活日常，温馨搞笑。】PS:【完本260万老书，财务自由后的日常，嫌瘦可以去看看。】
80,第一序列,会说话的肘子,//book.qidian.com/info/1013562540,都市,都市异能,完本,废土之上，人类文明得以苟延残喘。一座座壁垒拔地而起，秩序却不断崩坏。有人说，当灾难降临时，精神意志才是人类面对危险的第一序列武器。有人说，不要让时代的悲哀，成为你的悲哀。有人说，我要让我的悲哀，成为这个时代的悲哀。这次是一个新的故事。浩劫余生，终见光明。
81,影帝他不想当太监,江公子阿宝,//book.qidian.com/info/1031493625,都市,娱乐明星,连载,我以后再也不要做太监了！大明朝最年轻最英俊的厂公，穿越成了横店一名群演。遣返倒计时开始！剩余时间92小时29分48秒……是当影帝日入两百万，还是被送回去当太监。你特凉的告诉我这是选择题？！！本书又名《作者他也不想当太监》本故事纯属虚构，如有雷同，你咬我啊~
82,非正常三国,会说话的胡子,//book.qidian.com/info/1033542056,历史,架空历史,连载,数百年前的天地异变虽未完全改变历史，却让历史走上了另一条奇异的道路。气运与天赋神力的交织，让这个三国变的不正常起来，如何在这样一个强者遍地的时代走出自己的路，尤其是在成为吕布的女婿后，楚南觉的这条路变的更难走了……
83,重生2008：我阅读能赚钱,520农民,//book.qidian.com/info/1033273073,都市,都市生活,连载,【最卷工业科技都市文】沐阳重生2008年，正值风华正茂，左拥漂亮女友，右握阅读系统。LV1时，每阅读1000字，+1元，+1技能经验；数学：2级（1300/3000）+机械制图CAD：4级（13100/100W）+......升级学科和操作技能，研发新技术，走科技强国之路！从等离子堆焊、热丝自动TIG焊、手持激光焊、机器人激光焊开始，发展基础工业，以一己之力推动全球科技进程。非神豪文、单女生、主打实体工业、怀旧文、轻松、弥补遗憾，从本书开始。前期为机械工业，老农亲自操作示范，卷死同行。
84,身为超人弟弟的我却成了祖国人,逃跑的芳一,//book.qidian.com/info/1033748239,轻小说,衍生同人,连载,神奇女侠：为什么你是超人的弟弟？艾瑞克答曰：穿越第一天，同为婴儿的我爬进超人的婴儿太空舱，把他推出去，自己鸠占巢穴，然后就成了“氪星之子”。超人：为什么你不去救飞机？艾瑞克答曰：我不会踩着空气举东西。蝙蝠侠：为什么这次氪石对你不起作用？艾瑞克答曰：本来想以氪星人的身份和你们相处，可换来的却是疏远。行了，我不装了，我摊牌了，我是祖国人。......这是一个套着祖国人模版，被人误以为是氪星人，实际是阴险腹黑的家伙，在超级英雄世界搞事的故事。群482615047，欢迎加入！
85,牧神记,宅猪,//book.qidian.com/info/1009704712,玄幻,东方玄幻,完本,大墟的祖训说，天黑，别出门。大墟残老村的老弱病残们从江边捡到了一个婴儿，取名秦牧，含辛茹苦将他养大。这一天夜幕降临，黑暗笼罩大墟，秦牧走出了家门……做个春风中荡漾的反派吧！瞎子对他说。秦牧的反派之路，正在崛起！书友群：600290060，624672265，VIP群：663057414（有验证）普通群：424940671
86,警察陆令,奉义天涯,//book.qidian.com/info/1031633183,都市,都市生活,连载,人格心理学硕士毕业当警察，是一种什么体验？人，可以貌相。对于真正的专家来说，普通人看几眼就能看穿，当然，看穿城府深沉的人难度要大很多。这是一个想研究心理学的人，莫名其妙地成为了破案专家的故事～～相比《警探长》，这本书更…爽一点…
87,一世之尊,爱潜水的乌贼,//book.qidian.com/info/3249362,玄幻,东方玄幻,完本,我这一生，不问前尘，不求来世，只轰轰烈烈，快意恩仇，败尽各族英杰，傲笑六道神魔！万年之后，大劫再启，如来金身，元始道体，孰强孰弱，如来神掌，截天七式，谁领风骚？轮回之中，孟奇自少林寺开始了自己“纵横一生，谁能相抗”的历程。
88,讨逆,迪巴拉爵士,//book.qidian.com/info/1031612594,历史,架空历史,连载,史上最惨的造反。看着仅有的两个手下，杨玄觉得这个造反是不是有些儿戏。“郎君，不是造反。是……讨逆！”怡娘认真的道：“郎君才是正朔，如今长安城中的是伪帝。”直至某一天，杨玄打开了那个来自于千年后的神奇卷轴。原来造反，不，原来讨逆真的不是事啊！
89,从神探李元芳开始,兴霸天,//book.qidian.com/info/1031580762,历史,架空历史,连载,穿越李元芳，神探竟是我自己，最开心的事情有两件：第一，犯人被我揭穿真面目，狗急跳墙要对侦探动手，我笑眯眯的拔出了刀；第二，身边有个狄胖胖，每次遇到案件，我总是忍不住问一句：怀英，你怎么看？（书友群797607104）
90,明朝败家子,上山打老虎额,//book.qidian.com/info/1011705052,历史,两宋元明,完本,重要通知，明朝败家子，又名《明颂》。弘治十一年。这是一个美好的清晨。此时朱厚照初成年。此时王守仁和唐伯虎磨刀霍霍，预备科举。此时小冰河期已经来临，绵长的严寒肆虐着大地。此时在南和伯府里，地主家的傻儿子，南和伯的嫡传继承人方继藩……开始了他没羞没躁的败家人生。Q群：491966624VIP读者群（需验证粉丝值）：623443904
91,斗破苍穹,天蚕土豆,//book.qidian.com/info/1209977,玄幻,异世大陆,完本,这里是属于斗气的世界，没有花俏艳丽的魔法，有的，仅仅是繁衍到巅峰的斗气！新书等级制度：斗者，斗师，大斗师，斗灵，斗王，斗皇，斗宗，斗尊，斗圣，斗帝。……吴磊、林允主演的同名电视剧9月3日起周一到周三每晚22：00登陆湖南卫视，腾讯视频全网独播。
92,黜龙,榴弹怕水,//book.qidian.com/info/1031516087,历史,架空历史,连载,此方天地有龙。龙形百态，不一而足，或游于江海，或翔于高山，或藏于九幽，或腾于云间。一旦奋起，便可吞风降雪，引江划河，落雷喷火，分山避海。此处人间也有龙。人中之龙，胸怀大志，腹有良谋，有包藏宇宙之机，吞吐天地之志。一时机发，便可翻云覆雨，决势分野，定鼎问道，证位成龙。作为一个迷路的穿越者，张行一开始也想成龙，但后来，他发现这个行当卷的太厉害了，就决定改行，去黜落群龙。所谓行尽天下路，使天地处处通，黜遍天下龙，使世间人人可为龙。这是一个老套的穿越故事。
93,开局就较真，对面被我吓到报警！,观鱼的星河,//book.qidian.com/info/1033678016,都市,都市生活,连载,本书又名：《我就是往死里较真》《只要我没有道德，谁特么也不能绑架我》《打雷的时候离他远点》《论优先占领道德低处的重要性》重生一世。看到没素质的人和事，秦牧不打算再惯着。“你都快三十了，和一个孩子计较什么？”“大过年的，你就不能心胸宽广一点吗？”“你这么有钱都用不完，为什么不捐给贫困山区?”“你是姐姐，就应该让着弟弟。”“一个巴掌拍不响，他打你肯定是你自己也有问题。”“我这么做还不都是为了你吗？你以为我乐意？”当碰到这些道德绑架、强行换位的现象后。本来睁只眼闭只眼的秦牧，决定管上一管。没有人是你爹，原谅你是警察的事，和我有什么关系？
94,吞噬星空,我吃西红柿,//book.qidian.com/info/1639199,科幻,未来世界,完本,继《九鼎记》《盘龙》《星辰变》《寸芒》《星峰传说》后，番茄的第六本书！——————简介：星空中。“这颗星球，通体土黄色，没有任何生命存在，直径21000公里，咦，竟然蕴含‘星泪金’矿脉，真是天助我也，将这颗星球吞噬掉后，我的实力应该能恢复到受伤前的80％。”脸色苍白的罗峰盘膝坐在一颗飞行的陨石上，遥看远处的一颗无生命存在的行星。——————番茄第六部小说《吞噬星空》，将为大家展现出一个浩瀚广阔、神秘莫测的未来世界。。
95,超神机械师,齐佩甲,//book.qidian.com/info/1009480992,游戏,游戏异界,完本,韩萧，《星海》骨灰级代练，被来自东（zuo）方(zhe)的神秘力量扔进穿越大军，携带玩家面板变成NPC，回到《星海》公测之前，毅然选择难度最高的机械系。战舰列队纵横星海，星辰机甲夭矫如龙，幽能炮毁天灭地，还有无边无际的机械大军，静静待在随身仓库里一人，即是军团！如果不是玩家出现，本书就是正经严肃的穿越异界题材……作为NPC，正常NPC对玩家功能一应俱全……发布任务？好感度调节？传授技能？哎等等，这群玩家我怎么都认识得，现实世界也回到了十年前。二群：157302881三群：884339155V群：547599250（需1w粉丝值由管理审核）
96,火力为王,如水意,//book.qidian.com/info/1026957246,都市,都市生活,连载,在大部分行当里，有人是老天爷不给饭吃，有些人是老天爷赏饭吃，有些人，是老天爷追着喂饭吃。在私人武力这个领域里，老天爷强行给高光灌饭吃。开局被绑架，高光为了活命，他被迫成为了私人武力承包商的一员。直到有一天，在私人武力这个领域里，他让高光时刻成为专业术语。他致力于提供战争相关周边服务，包括但不限于武力、军火、情报、以及技术支持。作为业界良心，品质保证。高光，你值得信赖。
97,从木叶开始逃亡,叶惜宁,//book.qidian.com/info/1024843795,轻小说,衍生同人,连载,凡事总须研究，才会明白含义。穿越者千叶白石拿起了一本名为《火的意志》的书籍。扳开一看，上面的东西毫无营养，木叶村的历史也没有年代，只是歪歪斜斜的每一页上都写着‘火之意志’几个字。白石横竖睡不着，又把《火的意志》这本书拿出来，仔细看了半夜，才从字缝里看出字来，满本都写着两个字——传销！白石心里一阵彷徨与恐惧，他决定，迟早有一天一定要逃出这个名为木叶的传销洗脑组织！（PS：动漫，同人，火影，慢热，不无脑，伪无敌）（PS：群号——836175260，进群答案——宇智波琉璃）
98,忘川镜,老必登,//book.qidian.com/info/1027078641,科幻,未来世界,连载,当天空被折射，有人看见了仙境，有人看见了地狱。镜子那边是吃人的恶魔，还是谪落的人仙？镜子这边是反抗的火种，还是灭世的祸源？彼之英雄，我之敌寇。没有对错，也没有黑白。……当世界被那一镜遮天，科技与灵力开始争锋，异能与谪仙开始碰撞。而重合了镜子两端人生的林非，又会如何面对两个世界的倾轧？……吴法：小川，你说镜子那边全是仙女？林川：嗯，还有长着尾巴的魅魔小姐姐。吴法：老夫先走一步！
99,斗罗大陆V重生唐三,唐家三少,//book.qidian.com/info/1027996625,玄幻,异世大陆,连载,一代神王唐三，带着一点神识在宇宙中遨游，寻找妻子转世重生的世界。在神识的牵引下，他来到了一个叫做妖精大陆的地方，而他却发现，这是一个人类为刍狗的世界……
100,修复师,打眼,//book.qidian.com/info/1030568772,都市,异术超能,连载,修身、修心，修物！修天地之缺，修万物苍穹！世间万物，皆可修复！
